ticket_id,rsltn_type,rsltn_status,rsltn_date,rsltn_byuser,rsltn_servicedate,rsltn_servicennumber,rsltn_eta,rsltn_etd,rsltn_inspection,rsltn_actiontaken,rsltn_actionmethod,current_nex,rsltn_planning,rsltn_remark
1003-117(L),,,2010-03-25 19:47:25,SUZIE,,,,,,"Received sms from Azhar:
Printer ready and production continue.",,Next Action Plan :,,
1003-118(L),,,2010-03-25 17:18:15,NIK,,,,,,Faizal informed Azhar report to him that user informed error appear on spooler. faizal will go on site tomorrow and bring together CCD to site because that problem same with PPIN and the error maybe because of CCD. Faizal take CCD from Zul S/N:06120222.,,Next Action Plan :,,
1003-117(L),,,2010-03-25 17:29:20,NIK,,,,,,Azhar arrived at site.,,Next Action Plan :,,
1003-117(L),,,2010-03-25 17:41:52,SUZIE,,,,,,Azhar make a call with Zul - found allen key is missing.,,Next Action Plan :,,
1003-114(L),,,2010-03-25 16:41:17,NIK,,,,,,Call PIT Low mobile. He confirm no problem occur anymore. Allow us to close log.,,Next Action Plan :,,
1003-114(L),,,2010-03-25 16:24:08,NIK,,,,,,Received sms from Anuar. He informed that many passport already print at this printer.,,Next Action Plan :,,
1003-117(L),,,2010-03-25 16:40:30,SUZIE,,,,,,Azhar out from office.,,Next Action Plan :,,
1003-117(L),,,2010-03-25 16:35:09,SUZIE,,,,,,Status inform to Azhar on the assignement.,,Next Action Plan :,,
1003-117(L),,,2010-03-25 16:21:36,SUZIE,,,,,,"Received call from PIT Latifah and he pass to Madi. As per Madi explanation, error not come from film casette but film unit was a bit down than ribbon unit. They able to close both unit, but for film unit they need to pull up a bit and then tense. Clear, required engineer to look on site.",,Next Action Plan :,,
1003-114(L),,,2010-03-25 16:00:26,NIK,,,,,,Call user many times but not pickup. Will call back later.,,Next Action Plan :,,
1003-110(L),,,2010-03-25 16:01:55,SUZIE,,,,,,"Received call from Azlan and he pass to user, IO Hani - Hani confirmed, effect doesn't occur today at they did ""ketuk tulang buku pasport"" with their boss. She allow to close log.",,Next Action Plan :,,
1003-114(L),,,2010-03-25 14:53:39,NIK,,,,,,Received call from Anuar. He arrived at site around 13:05hrs and problem solved around 13:35hrs.,,Next Action Plan :,,
1003-116(O),,,2010-03-25 13:02:29,NIK,,,,,,Call En Zul. Said that the passport is from Perth. So cannot wait that long. So just advise user to Lupus and wujud semula passport. Log close,,Next Action Plan :,,
1003-116(O),,,2010-03-25 13:00:21,NIK,,,,,,Call Faizal. He said take time remote. maybe talke about 2 days. If user dont mind he can do it.,,Next Action Plan :,,
1003-116(O),,,2010-03-25 12:31:14,NIK,,,,,,Call user again. Spoke with En Zul. Guide en Zul to do selenggara but he ask to remote since he dont want to waste that passport. I will ask Faizal first.,,Next Action Plan :,,
1003-116(O),,,2010-03-25 12:20:49,NIK,,,,,,Call user many time but nobody pickup.,,Next Action Plan :,,
1003-116(O),,,2010-03-25 12:19:18,NIK,,,,,,Receive report from Zana ADUKOM. one passport appear error during encode. REKOD PERMOHONAN TIDAK WUJUD. passport no : A 21331221. Form No: 9201559.,,Next Action Plan :,,
1003-115(L),,,2010-03-25 12:19:30,NIK,,,,,,call ADUKOM. Log close with zana.,,Next Action Plan :,,
1003-115(L),,,2010-03-25 11:46:18,NIK,,,,,,"Ask Faizal, faizal advise to just daftar rosak. But next time need to note every passport with the problem why they out empty so that can save book that not encode yet. Call user an dexplain. User noted.",,Next Action Plan :,,
1003-115(L),,,2010-03-25 11:44:40,NIK,,,,,,Call user. Spoke with Zuriana. She just  need an advise how they have to handle the book that out empty becuase have 18 book but she not sure which one is because of chip problem and which one is because stuck inside CCD. They alreday print semula all book. Will ask Faizal first and will call back later.,,Next Action Plan :,,
1003-110(L),,,2010-03-25 13:11:25,NIK,,,,,,Call Azlan. At site still troubleshoot. He arrived at site around 12:00pm. He will update status again later.,,Next Action Plan :,,
1003-114(L),,,2010-03-25 11:20:30,NIK,,,,,,Anuar report he received call from user informed the problem. User also request for cleaning kits. Anuar will be on site today and pass him 10 cleaning kits to the site.,,Next Action Plan :,,
1003-113(L),,,2010-03-25 11:00:08,NIK,,,,,,Azhar received call from Amin. Alreday print a lot of passport without problem. Log able to close.,,Next Action Plan :,,
1003-113(L),,,2010-03-25 10:15:11,NIK,,,,,,Azhar call Amin. Guide him change ID2 from 80 to 74.,,Next Action Plan :,,
1003-113(L),,,2010-03-25 10:38:14,NIK,,,,,,Call Amin. Problem resolved after change id. But he just try 1 passport only. Will call back after try more passport.,,Next Action Plan :,,
1003-113(L),,,2010-03-25 10:05:56,NIK,,,,,,Check with Zul and azhar. Maybe need to change parameter setting. Azhar will call user to guide him change parameter ID.,,Next Action Plan :,,
1003-113(L),,,2010-03-25 10:03:53,NIK,,,,,,Call user. Spoke with Amin. He informed that today alreday happened 2 times and he dont want to try anymore. I will ask engineer about this problem first.,,Next Action Plan :,,
1003-113(L),,,2010-03-25 10:00:48,NIK,,,,,,Azhar received report from user Amin. He informed that passport stuck inside printer and film cut two while printing. Azhar ask to follow up with user.,,Next Action Plan :,,
1003-112(L),,,2010-03-25 09:27:41,NIK,,,,,,Call Kak yati's again. She alreday confirmed with En Asa. No problem anymore. Log able to close.,,Next Action Plan :,,
1003-112(L),,,2010-03-25 09:15:32,NIK,,,,,,Call kak yati's mobile. He not sure the status. he will confirmed the status with En asa first and will call back later.,,Next Action Plan :,,
1003-112(L),,,2010-03-25 09:07:12,NIK,,,,,,"Call user many time, not pickup.",,Next Action Plan :,,
1003-112(L),,,2010-03-25 09:00:02,NIK,,,,,,"Call user spoke with En Asa. After unplug and plug back the cable, install windows wizard appear. Ask to click cancel and try production. User will try first.",,Next Action Plan :,,
1003-112(L),,,2010-03-25 08:47:23,NIK,,,,,,Received call from En Asa (BTMR). He informed that QA machine appear error and failed to QA. Error doc.detect.ini. Already restart once - still not ok. Ask user unplug cable. User will do it first.,,Next Action Plan :,,
1003-110(L),,,2010-03-24 13:04:07,NIK,,,,,,Call user to update log 1003-109(L). That problem already resolved. Thsi problem occur but just a few. But becuase Azlan will go on site either today or tomorrow morning to check on problem. ,,Next Action Plan :,,
1003-111(L),,,2010-03-24 14:32:04,NIK,,,,,,Informed problem to Naufal and Zul. They think need to change hopper. Call user and pass phone to Naufal to guide user check hopper. Hopper alreday ok. Naufal just ask user to off E2000 for a while and start production back.,,Next Action Plan :,,
1003-111(L),,,2010-03-24 14:30:42,NIK,,,,,,Call user. Spoke with Shuhada. She informed that printer cannot print passport again. Passport will insert into printer and stop. Not printed anything. data just printed at film. ,,Next Action Plan :,,
1003-111(L),,,2010-03-24 12:59:23,NIK,,,,,,Call user many time but not pickup.,,Next Action Plan :,,
1003-111(L),,,2010-03-24 11:30:35,NIK,,,,,,Call user spoke with Hafiz. He informed that problem resolved after change film and ribbon but dislocation happened. Ask hafiz clean platen roller and platen cleaning roller. User will do first and i will call user later.,,Next Action Plan :,,
1003-111(L),,,2010-03-24 10:58:31,NIK,,,,,,"Received call from Hafiz. He informed that when passport insert into E2000, passport will stop and not print. When he open E2000, both film and ribbon crumble. data printed at Film but not print at passport. I ask user to chaneg to new film and ribbon first. User ask to call abck after 30 minutes.",,Next Action Plan :,,
1003-107(L),,,2010-03-24 16:17:15,NIK,,,,,,Call user spoke with Pn Fazilah. She informed that no problem occur anymore. Allow us to close log.,,Next Action Plan :,,
1003-111(L),,,2010-03-24 15:36:26,SUZIE,,,,,,Received call from En Radzi - Cik Shuhada CPIN call him and inform status of printer ok and back to normal.,,Next Action Plan :,,
1003-107(L),,,2010-03-24 15:03:54,NIK,,,,,,Call Faizal. Problem already resolved. He arrived on site around 12:10pm and problem resolved around 12:20pm. He did scan virus and change RTE8000 with loan unit S/N:5RL12295 (Origin JPIN OKU).,,Next Action Plan :,,
1003-108(L),,,2010-03-24 15:04:15,NIK,,,,,,Call user spoke with PIT Raja. She informed that no problem occur anymore. Allow us to close log.,,Next Action Plan :,,
1003-108(L),,,2010-03-24 13:32:36,NIK,,,,,,Zul arrived from site. Problem already resolved.,,Next Action Plan :,,
1003-109(L),,,2010-03-24 13:04:19,NIK,,,,,,Call user spoke with Pn hani. She confirmed that no problem skew anymore. BOOK FEED ERROR also just happened once. He allow to close log. But another problem occur. CHECK CAMERA UNIT ERROR. Same as before but not too many. Just a few. Azlan promise with user to be on site.,,Next Action Plan :,,
1003-109(L),,,2010-03-24 12:55:49,NIK,,,,,,"Received call from Azlan. He guide user to change Parameter setting. Change ID2 from 72 to 78 and ID58 from 6 to 4. Test print ok. Test production about 5 new error occur. ""BOOK FEED ERROR"". This log close resolved. Will open New log for problem BOOK FEED ERROR.Azlan at JMUA now. He will go on JBPH first becuase that site on the way to JKUK. But if not enough time he will be on iste tomorrow morning. He Already informed user about this.",,Next Action Plan :,,
1003-109(L),,,2010-03-24 12:05:41,NIK,,,,,,"Call azlan. H eon the way to JMUA to take statistik kerosakan buku. Informed him the problem and provide him user's number so that he can guide user firts because take time for him to go on site from JMUA. He will try guide user via phone first and if not ok, he will try to go on site.",,Next Action Plan :,,
1003-109(L),,,2010-03-24 12:03:43,NIK,,,,,,Call user spoke with Pn Hani. She informed that printing skew and too obvious. She afraid applicant cannot accept it. ,,Next Action Plan :,,
1003-107(L),,,2010-03-24 11:06:54,NIK,,,,,,Call Faizal. Still on the way. At Tangkak.,,Next Action Plan :,,
1003-99(L),,,2010-03-24 11:08:32,NIK,,,2010-03-23 10:40:00,,,"Received CM report from Naufal. White line on passport photo.
Action taken:
1. Thermal head change. S/N:94-018-01
2. Thermal head voltage set to 18.3v.
3. Parameters set as below:
   ID100 = 0
   ID101 = 5
   ID102 = 1
   ID106 = 4
4. Test print performed.
5. Production monitored.
Printer in good condition.",,Next Action Plan :,,
1003-102(L),,,2010-03-24 11:33:34,NIK,,,,,,Call user spoke with PIT Chan. She confirmed today all printer running in a good condition. Log close.,,Next Action Plan :,,
1003-97(L),,,2010-03-24 10:26:43,NIK,,,2010-03-22 11:00:00,2010-03-22 13:45:00,,"Received CM report from Azzeri. Dislocation problem.
Action taken:
1. Done cleaning procedure.
2. Cleaning platen roller.
3. Check film on cassette.
4. Test print.
5. Monitored production.
Production continue as usual.",,Next Action Plan :,,
1003-104(L),,,2010-03-24 10:21:48,NIK,,,2010-03-23 10:15:00,2010-03-23 15:30:00,,"Received Cm report from Azzeri. Passport stuck between CCD and E2000.
1. Check CCD and E2000.
2. Done cleaning belt inside CCD.
3. Adjust allignment between CCD and E2000.
4. Do feed test.
5. Monitored production.
Production continue as usual. No book stuck anymore.",,Next Action Plan :,,
1003-103(L),,,2010-03-24 10:17:27,NIK,,,2010-03-23 10:15:00,2010-03-23 15:30:00,,"Received CM report from Azzeri. Passport stuck between CCD and E2000 after finish encode.
Action taken:
1. Check CCD and E2000.
2. Done cleaning belt insode CCD.
3. Ajust allignment between E2000 and CCD.
4. Do feed test.
5. Monitored production.
Production continue as usual. No passport stuck anymore.",,Next Action Plan :,,
1003-102(L),,,2010-03-24 10:09:58,NIK,,,2010-03-23 10:15:00,2010-03-23 15:30:00,,"Received CM report from Azzeri. Book stuck inside E2000 at PO unit and improper laminate cause film stick at PO unit.
Action taken:
1. Done general cleaning.
2. Check PO unit.
3. Adjust parameter setting.
4. Test print.
5. Check retainer guide.
6. Monitored production.
Production continue as usual. No book stuck again.",,Next Action Plan :,,
1003-45(L),,,2010-03-24 09:55:19,NIK,,,2010-11-03 15:00:00,,,"Received CM report from Sufian. Book stuck betweeb CCD and E2000. CHECK CAMERA UNIT error appeared at E2000 display.
Action taken:
1. Add piece of paper at white roller at PI unit and above CCD leg.
2. Test print and monitor production.
Production continue as usual.",,Next Action Plan :,,
1003-108(L),,,2010-03-24 09:59:28,NIK,,,,,,Zul arrived at WWNG around 09:50am. Still investigate.,,Next Action Plan :,,
1003-84(L),,,2010-03-24 09:35:58,NIK,,,2010-03-18 17:45:00,2010-03-19 16:15:00,,"Received CM report from Zul. Book stuck between CCD and E2000.
Action taken:
1. Lift up the white roller at PI unit.
Production continue. Printing success.",,Next Action Plan :,,
1003-85(L),,,2010-03-24 09:32:44,NIK,,,2010-03-18 17:45:00,2010-03-19 16:15:00,,"Received CM report from Zul. Problem book stuck between CCD and E2000 and error CHECK CAMERA UNIT.
Action taken:
1. Rotate the position of white roller at PI unit.
2. Check solenloid condition at CCD.
3. Add grease at solenoid CCD.
4. Change teflon tape at PI unit.
printing success. Production continue.",,Next Action Plan :,,
1003-86(L),,,2010-03-24 09:28:44,NIK,,,2010-03-18 17:45:00,2010-03-19 16:15:00,,"Received CM report from Zul. Book stuck between CCD and E2000. Error FILM EMPTY.
Action taken:
1. Lift up the white roller at PI unit.
2. Do crystagram adjustment.
Printing success. Production continue.",,Next Action Plan :,,
1003-53(L),,,2010-03-24 09:25:17,NIK,,,2010-03-13 09:45:00,,,"Received CM report from Yusuf. Book stuck inside printer during printing. Stuck between CCD and E2000.
Action taken:
1. Orange roller cleaned.
2. Passport feed swap.
3. CCD conveyor sleaned.
4. Feed test performed - success.
No real testing (production) made - will continue monitor on monday. Printing operation run as expected.",,Next Action Plan :,,
1003-102(L),,,2010-03-24 09:28:57,NIK,,,,,,Call mdm Chan mobile. She informed that today they still not use this printer yet. Ask them to use it and will update status of printer in the afternoon.,,Next Action Plan :,,
1003-108(L),,,2010-03-24 09:26:49,NIK,,,,,,Naufal arrived at office. He not going to site. Call Zul. Still on the way to office. Assign him to be on site. ok.,,Next Action Plan :,,
1003-108(L),,,2010-03-24 08:51:32,NIK,,,,,,Received call from PIT Raja again. She informed that they alreday stop using T2 becuase printing really bad. Informed her that engineer will be on site today.,,Next Action Plan :,,
1003-108(L),,,2010-03-24 08:35:58,NIK,,,,,,Call naufal. On the way to office but still in gombak area. Assign him to be on site.,,Next Action Plan :,,
1003-108(L),,,2010-03-24 08:31:16,NIK,,,,,,Received call from PIT Raja. She informed that printing a bit skew start from monday. That monday Azzeri on site to take statixtic and alreday try to troubleshoot but they cannot tets because no production. Yesterday problem also happned but just alittle bit. So they just accept it. But today it getting worse.,,Next Action Plan :,,
1003-107(L),,,2010-03-23 16:38:14,NIK,,,,,,Informed the problem to Faizal. He will be on site tomorrow morning. Will informed this to User.,,Next Action Plan :,,
1003-107(L),,,2010-03-23 16:28:24,NIK,,,,,,call En Fauzi. Informed him what Pn Mazlin said. He ask to accept the log and ask to assign someone to check on site.,,Next Action Plan :,,
1003-107(L),,,2010-03-23 16:22:41,NIK,,,,,,"Call Pn Mazlin, she informed the same thing with Zana ADUKOM. Will check with En Fauzi about this.",,Next Action Plan :,,
1003-107(L),,,2010-03-23 15:46:59,NIK,,,,,,Received call again from Zana ADUKOM. She said that she ask Pn MAzlin BTMR and Pn Mazlin informed that this problem under as because this is new site and we maintence this printer. SO that we have to fix antivirus problem too. I will check with Pn Mazlin.,,Next Action Plan :,,
1003-107(L),,,2010-03-23 14:23:16,NIK,,,,,,Received call from Shima. Problem same iwth log 1003-100(L) explain to her that is virus problem but shima said they already pass to IRIS. I explain to her that for virus under mesiniaga.,,Next Action Plan :,,
1003-102(L),,,2010-03-23 17:20:39,NIK,,,,,,Call user spoke with PIT Chan. This printer not ok yet. Azzeri still try to troubleshoot. Will update later.,,Next Action Plan :,,
1003-103(L),,,2010-03-23 17:20:22,NIK,,,,,,Call user spoke with PIT Chan. She informed that no problem at this printer anymore. Log allow to close for this printer.,,Next Action Plan :,,
1003-104(L),,,2010-03-23 17:20:01,NIK,,,,,,Call user spoke with PIT Chan. She informed that no problem at this printer anymore. Log allow to close for this printer.,,Next Action Plan :,,
1003-88(L),,,2010-03-23 14:39:58,NIK,,,,,,Call user spoke with pn Nasrina. She informed that for now they use this printer. About 30 passport printed without any problem. Log allow to close by user.,,Next Action Plan :,,
1003-99(L),,,2010-03-23 14:19:47,NIK,,,,,,Call user. Spoke with Pn Suzanna. She informed that no problem occur anymore. Naufal still at site. She allow us to close log.,,Next Action Plan :,,
1003-88(L),,,2010-03-23 14:13:20,NIK,,,,,,Call Ashok. He on the way to PPIN. Problem already resolved at site.,,Next Action Plan :,,
1003-82(L),,,2010-03-23 14:08:14,NIK,,,,,,Call user spoke with en Hadis. He confirmed that unit arrived yesterday and alreday install by Rosdi and work well. user allow us to close log.,,Next Action Plan :,,
1003-81(L),,,2010-03-23 14:02:11,NIK,,,,,,Call user spoke with en Hadis. He confirmed that unit arrived yesterday and alreday install by Rosdi and work well. user allow us to close log.,,Next Action Plan :,,
1003-105(L),,,2010-03-23 10:00:39,NIK,,,,,,Call Yusuf he informed that system failed to update QA status. Problem alreday resolved. Log close.,,Next Action Plan :,,
1003-106(L),,,2010-03-23 13:50:16,NIK,,,,,,Call Liza. Confirmed chip rosak. I will explain this problem to ADUKOM. Log close.,,Next Action Plan :,,
1003-106(L),,,2010-03-23 11:04:07,NIK,,,,,,"Call Liza. He explain that a lot of passport out from printer without data and error during encode is QA failed. Name still in spooler list. Ask liza to take out all book and just insert the empty book. She will try first. I explain to him if still not ok, maybe chip problem. Just ask her to daftar chip rosak. She said that her both want her to log to ADUKOM although chip problem. ",,Next Action Plan :,,
1003-100(L),,,2010-03-23 10:34:42,NIK,,,,,,Since this problem is a virus problem and we already scan virus but still not ok. Call user spoke with Zila to log to ADUKOM to pass this problem to MesiNiaga. Zila noted.,,Next Action Plan :,,
1003-102(L),,,2010-03-23 11:56:21,NIK,,,,,,"Call Azzeri update status. Upon arrival, no problem occur to this printer. Will monitoring.",,Next Action Plan :,,
1003-103(L),,,2010-03-23 12:55:34,NIK,,,,,,Received sms from Azzeri. Now printer ok. Problem resolved.,,Next Action Plan :,,
1003-99(L),,,2010-03-23 12:03:13,NIK,,,,,,Received sms from Naufal. Arrived at site around 10:40pm. Production restarted. Thermal head replaced. Problem resolved.,,Next Action Plan :,,
1003-104(L),,,2010-03-23 11:09:41,NIK,,,,,,Azzeri update - printer ok now. In monitoring process.,,Next Action Plan :,,
1003-104(L),,,2010-03-23 10:11:53,NIK,,,,,,Azzeri arrived at site.,,Next Action Plan :,,
1003-103(L),,,2010-03-23 10:11:38,NIK,,,,,,Azzeri arrived at site.,,Next Action Plan :,,
1003-102(L),,,2010-03-23 10:11:18,NIK,,,,,,Azzeri arrived at site.,,Next Action Plan :,,
1003-102(L),,,2010-03-23 09:45:55,NIK,,,,,,Assign Azzeri to look on site.,,Next Action Plan :,,
1003-103(L),,,2010-03-23 09:45:38,NIK,,,,,,Assign Azzeri to look on site.,,Next Action Plan :,,
1003-104(L),,,2010-03-23 09:45:08,NIK,,,,,,Assign Azzeri to look on site.,,Next Action Plan :,,
1003-104(L),,,2010-03-23 09:30:51,NIK,,,,,,Call user spoke with PIT Chan. She informed that from yesterday passpport stuck between CCD and printer. Laminate sometime dislocation. They have to shake CCD to give passport pass to printer.,,Next Action Plan :,,
1003-103(L),,,2010-03-23 09:30:37,NIK,,,,,,Call user spoke with PIT Chan. She informed that from yesterday passpport stuck between CCD and printer. Laminate sometime dislocation. They have to shake CCD to give passport pass to printer.,,Next Action Plan :,,
1003-102(L),,,2010-03-23 09:29:58,NIK,,,,,,Call user spoke with PIT Chan. She informed that from yesterday passpport stuck between CCD and printer. Laminate sometime dislocation. They have to shake CCD to give passport pass to printer.,,Next Action Plan :,,
1003-100(L),,,2010-03-23 10:07:18,NIK,,,,,,"Call Azlan. Update status with him. Yesterday he arrived ta site around 6pm. PC cannot detect RTE8000 and appear the error. Everytime user try, error will appear. Detect have virus. He take RTE8000 and plug it at spooler PC but only 3 virus detected. He install AVIRA at PC QA but only but that PC not allow to run AVIRA. Azlan enetr into save mode at scan virus found 10 virus. Try again scan in normal mode, detect 127 viruses. He try to put RTE back and tets the error still appear but for about 5 to 6 times only. Faizal Advice to take PC power and for now PC work well. Will update status with user.",,Next Action Plan :,,
1003-88(L),,,2010-03-23 09:55:07,NIK,,,,,,SMS from Ashok - he will be on site today.,,Next Action Plan :,,
1003-93(L),,,2010-03-23 09:51:50,NIK,,,,,,"Call Ashok. He informed that after some guide from Maria, found that the problem is under HTP. So he ask user to pass the problem to HTP. Log close at our site since our part alreday settle.",,Next Action Plan :,,
1003-93(L),,,2010-03-23 09:47:34,NIK,,,,,,Call user spoke with kak ina. She informed that yesterday Ashok alreday informed her that our part alreday resolved. But waiting for action from HTP. I will check with Ashok.,,Next Action Plan :,,
1003-94(L),,,2010-03-23 12:00:27,NIK,,,,,,Received sms from Suzie. Log alreday close yesterday 6:18pm with kak Ina after 42 passport printed well.,,Next Action Plan :,,
1003-82(L),,,2010-03-23 09:05:35,NIK,,,,,,Received sms from Rosdi. Already received unit and it work well. In monitoring.,,Next Action Plan :,,
1003-81(L),,,2010-03-23 09:05:39,NIK,,,,,,Received sms from Rosdi. Already received unit and it work well. In monitoring.,,Next Action Plan :,,
1003-95(L),,,2010-03-22 16:17:35,SUZIE,,,,,,Status of log close with Ija ADUKOM,,Next Action Plan :,,
1003-93(L),,,2010-03-22 16:43:39,SUZIE,,,,,,"According to Ashok, loan unit PC pop up too mush error and currently he get support form Maria. WIP",,Next Action Plan :,,
1003-94(L),,,2010-03-22 16:43:37,SUZIE,,,,,,"Call Kak Ina mobile - he pass to Ashok. Ashok inform user run T1 only, but they will proceed with T2 now as several testing, 2 pasport jammed in CCD. Ashok will update status.",,Next Action Plan :,,
1003-101(L),,,2010-03-22 15:40:34,SUZIE,,,,,,Call general line - status confirm with Faris. Succeed. Log close.,,Next Action Plan :,,
1003-100(L),,,2010-03-22 15:35:24,SUZIE,,,,,,Call Fazilah - inform her that Azlan will be on site. Noted.,,Next Action Plan :,,
1003-100(L),,,2010-03-22 15:29:34,SUZIE,,,,,,"Call Azlan TARGET - he's trying his best to find the location and the way from JB to Segamat as he never been to Segamat yet.

- highway JB, to Yong Peng Selatan, follow Segamat sign board.",,Next Action Plan :,,
1003-101(L),,,2010-03-22 15:11:18,SUZIE,,,,,,"Received call from Faris reported the problem as film skew. But as per his explanation, the printing stop 3/4 process and stop/jammed inside E2000. At first, advice him to perform TRS MARK ADJ first, will call later.",,Next Action Plan :,,
1003-99(L),,,2010-03-22 15:08:30,SUZIE,,,,,,Status inform to Naufal - agreed to on site. New E01 will be provide by Azimah.,,Next Action Plan :,,
1003-99(L),,,2010-03-22 15:21:05,SUZIE,,,,,,Call process room and inform Naufal will on site tomorrow.,,Next Action Plan :,,
1003-96(L),,,2010-03-22 15:17:24,SUZIE,,,,,,Call Cik Maizan mobile - status confirm with her. She allow to close log.,,Next Action Plan :,,
1003-95(L),,,2010-03-22 15:17:00,SUZIE,,,,,,Call Cik Maizan mobile - status confirm with her. She allow to close log.,,Next Action Plan :,,
1003-96(L),,,2010-03-22 15:10:52,SUZIE,,,2010-03-22 12:10:00,,,"Received CM worksheet from Naufal:
Inspection - spooler program crashed. Naufal ""skip second encode"" in spoolingcaller.ini set to 0.",,Next Action Plan :,,
1003-95(L),,,2010-03-22 15:10:32,SUZIE,,,2010-03-22 12:10:00,,,"Received CM worksheet from Naufal:
Inspection - printed name hidden by ede feature. Naufal change ID8 = -10 to 0, ID22=10 to -3.",,Next Action Plan :,,
1003-99(L),,,2010-03-22 15:02:25,SUZIE,,,,,,Status confirm with Cik Suzana - the line getting fine and its become permanent.,,Next Action Plan :,,
1003-99(L),,,2010-03-22 14:56:31,SUZIE,,,,,,Received call from Azzeri - En Ibrahim report the problem to him.,,Next Action Plan :,,
1003-100(L),,,2010-03-22 14:45:19,SUZIE,,,,,,Call Azlan TARGET as he shall standby at JB region. Task assig to Azlan to look on site - scan the virus and delete  it.,,Next Action Plan :,,
1003-100(L),,,2010-03-22 14:41:19,SUZIE,,,,,,"Directly call Faizal TARGET, he at Singapore covering ICAO installation - problem occur due to virus, advice engineer to on site.",,Next Action Plan :,,
1003-100(L),,,2010-03-22 14:29:15,SUZIE,,,,,,"Call Fazilah mobile - cover each step, Jaminan Kualiti/Pengkodan Cip berjaya for all 4 process. Then, when she try to continue the next application, when passport put at QA surface - error ""CAMERA DRIVER RETURN AN ERROR CODE 19"" appear. Advice Fazilah to shutdown PC, remove RTE USB port, swith ON PC after loading plug in the RTE USB again. Effect remain.",,Next Action Plan :,,
1003-100(L),,,2010-03-22 14:25:51,SUZIE,,,,,,"Call general line - 07 932 9280. Fazilah didn;t remark on the error, she ask to call her mobile - 017 781 8649.",,Next Action Plan :,,
1003-100(L),,,2010-03-22 14:22:45,SUZIE,,,,,,"Received call frm Isyraf TARGET report RTE keep pop up error. This is new RTE replaced by him, currently Isyraf at Bintulu implement ICAO installation.",,Next Action Plan :,,
1003-96(L),,,2010-03-22 14:04:10,SUZIE,,,,,,Call Naufal at site - printer continue as usual. Status will update later after he get confirmation from user at site.,,Next Action Plan :,,
1003-95(L),,,2010-03-22 14:04:03,SUZIE,,,,,,Call Naufal at site - printer continue as usual. Status will update later after he get confirmation from user at site.,,Next Action Plan :,,
1003-99(L),,,2010-03-22 13:55:23,SUZIE,,,,,,"Call general line - check with Nizam. they did swap the film but stil fail, last steps, replaced ribbon. Nizam inform, effect just occur this morning and usually cleaning help, but this time all action taken still cause the same problem.",,Next Action Plan :,,
1003-94(L),,,2010-03-22 13:36:52,SUZIE,,,,,,Call Kak Ina mobile - effect remain according to Kak Ina and some book facing torn and jammed inside CCD. Ashok will look on this.,,Next Action Plan :,,
1003-88(L),,,2010-03-22 12:42:08,SUZIE,,,,,,Check status with Ashok - printer replaced as per planned yesterday (sunday).,,Next Action Plan :,,
1003-88(L),,,2010-03-22 13:23:15,SUZIE,,,,,,"Call KPIN - Nasrina informed laminate to upper causing the wording/data for passport number, H redundant with passport series number (not using ICAO yet). Noted on the problem and require some ID changes. Nasrina inform Ashok noticed on this and Ashok promise to be look on this problem tomorrow morning.",,Next Action Plan :,,
1003-94(L),,,2010-03-22 13:25:31,SUZIE,,,,,,Received call from Ashok - 10 passport printing success using this printer.,,Next Action Plan :,,
1003-88(L),,,2010-03-19 15:03:16,SUZIE,,,,,,"Loan unit serial 03B7601 packed by Azlan and Sufian. Unit collected by Siva staff - Khugan, lorry WPF5271.",,Next Action Plan :,,
1003-99(L),,,2010-03-22 13:22:00,SUZIE,,,,,,Call Din TARGET - currently he at JPIN. He will be at office tomorrow to collect CCD and prepare himself for ICAO installation at PGEO in the evening. Din will drop by to Ipoh if effect can't resolved today.,,Next Action Plan :,,
1003-99(L),,,2010-03-22 12:44:12,SUZIE,,,,,,"Call process room - Pn Suzana mention, effect remain. Advice En Ibrahim to switch film cassatte from T1 to T2. Will call later.",,Next Action Plan :,,
1003-99(L),,,2010-03-22 12:12:37,SUZIE,,,,,,"Call APIN general line and status clarify with En Ibrahim. As Jefri is not in process room anymore, advice En Ibrahim to focus cleaning at E01 area, metal areas and switch C01 and C02 roller. The line not tiny, a bit thick. Will call later.",,Next Action Plan :,,
1003-97(L),,,2010-03-22 13:04:40,SUZIE,,,,,,"Received call from Hafiz, assist Azzeri at site. 21 passport continue printing without problem. Log allow to be close by PIT Latifah. Noted.",,Next Action Plan :,,
1003-97(L),,,2010-03-22 12:45:13,SUZIE,,,,,,"Call Azzeri mobile - he did cleaning at platen roller area. Currently he monitoring the production, if more than 20 passport printed well without the same effect, he will update to close log. Noted.",,Next Action Plan :,,
1003-94(L),,,2010-03-22 12:42:13,SUZIE,,,,,,"Call Kak Ina mobile - as per Ashok test, no passport jammed occur anymore but currently they only proceed printing using T1. She will send job to this toppan, and status need to check later.",,Next Action Plan :,,
1003-94(L),,,2010-03-22 12:32:28,SUZIE,,,,,,"Call Ashok mobile - only one passport cauding jammed but he did promise to user yesterday and he replaced the CCD unit just now. As he need to rushing to buy USB keyboard, status will update later.",,Next Action Plan :,,
